事業者,物件名,都道府県,住所,収容台数,円per時,最大料金_24時間,最大料金_夜間,緯度,経度,取得日時,URL
タイムズ,タイムズココカラファイン南浦和西口店,埼玉県,埼玉県さいたま市南区文蔵2-16,16,600,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0043821/
タイムズ,タイムズさいたま松本,埼玉県,埼玉県さいたま市南区松本1-4,6,220,440,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0044089/
タイムズ,タイムズ浦和曲本１丁目第２,埼玉県,埼玉県さいたま市南区曲本1-11,6,220,770,550,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0046135/
タイムズ,タイムズ中浦和第４,埼玉県,埼玉県さいたま市南区鹿手袋3-11,9,220,550,330,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0046279/
タイムズ,タイムズコモディイイダ南浦和東口店,埼玉県,埼玉県さいたま市南区南浦和3-17,27,200,900,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0046437/
タイムズ,タイムズさいたま市営武蔵浦和駅東,埼玉県,埼玉県さいたま市南区別所7-2,92,200,,1200,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0048163/
タイムズ,タイムズ南浦和第１４,埼玉県,埼玉県さいたま市南区南浦和2-26,32,600,1400,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0048647/
タイムズ,タイムズ川口信用金庫武蔵浦和支店,埼玉県,埼玉県さいたま市南区沼影1-2,11,220,800,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0052032/
タイムズ,タイムズノア武蔵浦和校,埼玉県,埼玉県さいたま市南区白幡5-14,15,440,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0061961/
タイムズ,タイムズヤオコー武蔵浦和店,埼玉県,埼玉県さいたま市南区沼影1-8,68,600,1400,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0067830/
タイムズ,タイムズ太田窪２丁目,埼玉県,埼玉県さいたま市南区太田窪2-17,4,330,700,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0073276/
タイムズ,タイムズＪＯＹＦＩＴ２４武蔵浦和店,埼玉県,埼玉県さいたま市南区白幡4-26,10,440,,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C108/park-detail-BUK0083055/
タイムズ,タイムズイオンフードスタイル東浦和店,埼玉県,埼玉県さいたま市緑区東浦和5-2,41,200,900,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C109/park-detail-BUK0015844/
タイムズ,タイムズ浦和原山第２,埼玉県,埼玉県さいたま市緑区原山2-22,17,220,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C109/park-detail-BUK0029362/
タイムズ,タイムズ東浦和第２,埼玉県,埼玉県さいたま市緑区東浦和5-10,16,440,,330,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C109/park-detail-BUK0033199/
タイムズ,タイムズビッグ・エーさいたま東浦和店,埼玉県,埼玉県さいたま市緑区東浦和1-2,16,400,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C109/park-detail-BUK0041446/
タイムズ,タイムズ浦和美園駅前,埼玉県,埼玉県さいたま市緑区下野田686,20,400,,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C109/park-detail-BUK0043105/
タイムズ,タイムズイオンタウン東浦和,埼玉県,埼玉県さいたま市緑区東浦和1-1,21,400,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C109/park-detail-BUK0084416/
タイムズ,タイムズ岩槻本町第４,埼玉県,埼玉県さいたま市岩槻区本町1-3,6,200,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0014859/
タイムズ,タイムズ岩槻本町第５,埼玉県,埼玉県さいたま市岩槻区本町3-11,12,400,,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0016990/
タイムズ,タイムズ岩槻本町第６,埼玉県,埼玉県さいたま市岩槻区本町3-12,5,400,900,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0016991/
タイムズ,タイムズ東岩槻第２,埼玉県,埼玉県さいたま市岩槻区東岩槻4-7,30,220,400,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0018954/
タイムズ,タイムズ東岩槻第３,埼玉県,埼玉県さいたま市岩槻区東岩槻1-6,15,400,,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0019671/
タイムズ,タイムズ岩槻駅西口,埼玉県,埼玉県さいたま市岩槻区西町1-1,11,220,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0033265/
タイムズ,タイムズ岩槻駅西口第２,埼玉県,埼玉県さいたま市岩槻区西町1-2,35,220,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0038056/
タイムズ,タイムズ岩槻駅西口第３,埼玉県,埼玉県さいたま市岩槻区西町1-2,19,330,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0040565/
タイムズ,タイムズ東岩槻第５,埼玉県,埼玉県さいたま市岩槻区東岩槻1-4,4,200,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0045582/
タイムズ,タイムズ岩槻本町第７,埼玉県,埼玉県さいたま市岩槻区本町3-8,7,200,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0046927/
タイムズ,タイムズ岩槻本町第８,埼玉県,埼玉県さいたま市岩槻区本町2-1,17,220,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0048129/
タイムズ,タイムズ岩槻本町第９,埼玉県,埼玉県さいたま市岩槻区本町3-3,14,200,900,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0052384/
タイムズ,タイムズ岩槻本町第１０,埼玉県,埼玉県さいたま市岩槻区本町3-4,5,220,700,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C110/park-detail-BUK0064761/
タイムズ,タイムズ川越脇田本町第２,埼玉県,埼玉県川越市脇田本町9,6,400,,800,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0002296/
タイムズ,タイムズ川越新富町,埼玉県,埼玉県川越市新富町2-25,5,440,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0002316/
タイムズ,タイムズ川越脇田本町第３,埼玉県,埼玉県川越市脇田本町2,17,800,,800,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0002344/
タイムズ,タイムズ川越脇田町,埼玉県,埼玉県川越市脇田町11,4,300,800,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0004269/
タイムズ,タイムズ川越駅西口第３,埼玉県,埼玉県川越市脇田本町16,9,800,,900,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0010609/
タイムズ,タイムズ川越駅西口第５,埼玉県,埼玉県川越市脇田本町16,8,800,,900,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0013494/
タイムズ,タイムズ新河岸,埼玉県,埼玉県川越市砂849,8,440,880,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0013522/
タイムズ,タイムズ霞ヶ関,埼玉県,埼玉県川越市霞ケ関北1-21,18,220,550,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0013617/
タイムズ,タイムズ川越脇田町第３,埼玉県,埼玉県川越市脇田町33,5,400,,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0016317/
タイムズ,タイムズ南古谷,埼玉県,埼玉県川越市大字並木字中田237-2,62,200,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0017123/
タイムズ,タイムズ川越仲町,埼玉県,埼玉県川越市仲町10-1,6,440,,440,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0017412/
タイムズ,タイムズ霞ヶ関第２,埼玉県,埼玉県川越市大字的場,15,220,500,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0019141/
タイムズ,タイムズ川越菅原町第２,埼玉県,埼玉県川越市菅原町9,6,200,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0019195/
タイムズ,タイムズ川越通町,埼玉県,埼玉県川越市通町8,6,220,990,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0019252/
タイムズ,タイムズ川越幸町第２,埼玉県,埼玉県川越市幸町2,18,990,,330,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0019392/
タイムズ,タイムズ川越南通町,埼玉県,埼玉県川越市南通町2-6,7,220,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0019477/
タイムズ,タイムズ鶴ヶ島第２,埼玉県,埼玉県川越市鯨井新田4,120,440,850,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0022358/
タイムズ,タイムズ川越松江町,埼玉県,埼玉県川越市松江町2-5,12,440,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0023104/
タイムズ,タイムズ川越三井病院Ａ,埼玉県,埼玉県川越市連雀町19,9,300,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0024208/
タイムズ,タイムズ川越三井病院Ｂ,埼玉県,埼玉県川越市連雀町21,7,300,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0024209/
タイムズ,タイムズ川越三井病院Ｄ,埼玉県,埼玉県川越市連雀町18,18,300,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0024211/
タイムズ,タイムズ川越仲町第３,埼玉県,埼玉県川越市仲町7,9,440,1200,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0025149/
タイムズ,タイムズ川越中原町第３,埼玉県,埼玉県川越市中原町1-8,6,440,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0028442/
タイムズ,タイムズデニーズ川越東田町店,埼玉県,埼玉県川越市東田町6,33,400,1000,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0030971/
タイムズ,タイムズ川越西小仙波町,埼玉県,埼玉県川越市西小仙波町1-6,6,330,770,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0032173/
タイムズ,川越郵便局駐車場,埼玉県,埼玉県川越市三久保町16,12,600,,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0032952/
タイムズ,タイムズ川越連雀町第２,埼玉県,埼玉県川越市連雀町1,7,440,900,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0033494/
タイムズ,タイムズ川越新宿町第２,埼玉県,埼玉県川越市新宿町2-3,4,200,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0033750/
タイムズ,タイムズ本川越病院,埼玉県,埼玉県川越市中原町1-11,13,300,,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0034001/
タイムズ,タイムズ川越松江町第２,埼玉県,埼玉県川越市松江町1-22,9,440,900,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0034720/
タイムズ,タイムズ川越脇田本町第５,埼玉県,埼玉県川越市脇田本町31,8,200,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0037192/
タイムズ,タイムズ南大塚駅北口,埼玉県,埼玉県川越市南台2-7,8,200,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0040165/
タイムズ,タイムズ南大塚駅北口第２,埼玉県,埼玉県川越市南台2-7,7,200,700,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0040964/
タイムズ,タイムズＴＡＩＲＡＹＡ川越霞ヶ関店,埼玉県,埼玉県川越市霞ケ関北2-2,71,200,,200,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0042170/
タイムズ,タイムズ松本醤油商店,埼玉県,埼玉県川越市仲町10,5,660,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0043278/
タイムズ,タイムズ池袋病院第１駐車場,埼玉県,埼玉県川越市笠幡3724,35,330,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0044053/
タイムズ,タイムズ池袋病院第２駐車場,埼玉県,埼玉県川越市笠幡3724,144,330,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0044054/
タイムズ,タイムズ青梅信用金庫川越支店,埼玉県,埼玉県川越市新宿町5-17,14,400,1000,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0044235/
タイムズ,タイムズ川越脇田町第５,埼玉県,埼玉県川越市脇田町5-8,12,400,,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0044581/
タイムズ,タイムズ川越駅東口,埼玉県,埼玉県川越市脇田町4,66,600,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0045575/
タイムズ,タイムズ南大塚駅南口,埼玉県,埼玉県川越市南台3-1,27,220,550,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0046213/
タイムズ,タイムズ川越六軒町第２,埼玉県,埼玉県川越市六軒町1-9,11,200,700,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0046885/
タイムズ,タイムズ南大塚駅北口第３,埼玉県,埼玉県川越市南台2-6,7,220,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0048123/
タイムズ,タイムズ川越脇田本町第６,埼玉県,埼玉県川越市脇田本町13,4,660,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0048746/
タイムズ,タイムズ成田山川越別院,埼玉県,埼玉県川越市久保町9,25,220,500,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0050064/
タイムズ,タイムズ川越三井病院Ｅ,埼玉県,埼玉県川越市松江町1-13,4,300,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0060408/
タイムズ,タイムズ川越元町第２,埼玉県,埼玉県川越市元町2-4,15,990,,330,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0065564/
タイムズ,タイムズアポック川越センター前薬局１号店,埼玉県,埼玉県川越市鴨田1293,53,1000,,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0066998/
タイムズ,タイムズコモディイイダ新河岸店,埼玉県,埼玉県川越市砂944,39,220,300,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0069089/
タイムズ,タイムズ川越南通町第２,埼玉県,埼玉県川越市南通町4,4,300,800,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0070905/
タイムズ,タイムズ本川越駅西口,埼玉県,埼玉県川越市中原町2-8,5,440,1000,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0073693/
タイムズ,タイムズ南古谷第２,埼玉県,埼玉県川越市並木字中田280,16,200,450,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0074499/
タイムズ,タイムズ川越久保町,埼玉県,埼玉県川越市久保町11,11,200,500,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0075456/
タイムズ,タイムズベルク川越東田町店,埼玉県,埼玉県川越市東田町4,175,220,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0075808/
タイムズ,タイムズすし銚子丸川越店,埼玉県,埼玉県川越市東田町6,32,400,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0077135/
タイムズ,タイムズリズム薬局川越店,埼玉県,埼玉県川越市志多町3,7,660,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0077450/
タイムズ,タイムズ川越元町第３,埼玉県,埼玉県川越市元町2-8,6,600,800,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0078903/
タイムズ,タイムズ川越三光町,埼玉県,埼玉県川越市三光町9,9,200,600,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0078949/
タイムズ,タイムズ川越仲町第４,埼玉県,埼玉県川越市仲町7,4,440,,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0079696/
タイムズ,タイムズいなげや川越南大塚駅前店（平面）,,平面,74,200,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0084620/
タイムズ,タイムズいなげや川越南大塚駅前店（屋上）,,屋上,54,200,500,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C201/park-detail-BUK0084621/
タイムズ,タイムズ熊谷筑波,埼玉県,埼玉県熊谷市筑波3,13,400,,900,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0010208/
タイムズ,タイムズ熊谷筑波第２,埼玉県,埼玉県熊谷市筑波3,13,600,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0010239/
タイムズ,タイムズ熊谷星川,埼玉県,埼玉県熊谷市星川2,10,220,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0015231/
タイムズ,タイムズ熊谷筑波第３,埼玉県,埼玉県熊谷市筑波1-147,8,220,770,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0016149/
タイムズ,タイムズ熊谷筑波第４,埼玉県,埼玉県熊谷市筑波3-20,8,300,,800,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0017416/
タイムズ,タイムズ熊谷筑波第５,埼玉県,埼玉県熊谷市筑波1-150,8,300,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0017906/
タイムズ,タイムズ熊谷宮町,埼玉県,埼玉県熊谷市宮町2-151,11,300,500,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0018921/
タイムズ,タイムズ熊谷駅南口,埼玉県,埼玉県熊谷市曙町1-19,10,220,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0020018/
タイムズ,タイムズ熊谷筑波第６,埼玉県,埼玉県熊谷市筑波1-11,18,330,660,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0020535/
タイムズ,タイムズ籠原駅前,埼玉県,埼玉県熊谷市新堀557,41,220,900,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0021035/
タイムズ,タイムズ熊谷筑波第７,埼玉県,埼玉県熊谷市筑波3-76,12,330,,1000,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0023158/
タイムズ,タイムズ熊谷本町第６,埼玉県,埼玉県熊谷市本町2,9,220,660,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0025291/
タイムズ,タイムズ熊谷星川第３,埼玉県,埼玉県熊谷市星川2,3,220,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0028265/
タイムズ,タイムズ熊谷銀座第４,埼玉県,埼玉県熊谷市銀座2,7,330,880,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0029338/
タイムズ,タイムズ熊谷銀座第５,埼玉県,埼玉県熊谷市銀座3-35,13,200,500,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0030086/
タイムズ,タイムズ熊谷筑波３丁目,埼玉県,埼玉県熊谷市筑波3,3,440,,600,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0030311/
タイムズ,タイムズ熊谷本町第７,埼玉県,埼玉県熊谷市本町1-179,11,200,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0031134/
タイムズ,タイムズ熊谷銀座第６,埼玉県,埼玉県熊谷市銀座2,3,330,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0031320/
タイムズ,タイムズ熊谷筑波第８,埼玉県,埼玉県熊谷市筑波3-58,3,400,,1000,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0031421/
タイムズ,タイムズ熊谷筑波第９,埼玉県,埼玉県熊谷市筑波2-33,14,300,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0031834/
タイムズ,タイムズ熊谷中西,埼玉県,埼玉県熊谷市中西2-9,12,220,500,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0032174/
タイムズ,タイムズ籠原駅前第２,埼玉県,埼玉県熊谷市新堀615,30,300,,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0034579/
タイムズ,タイムズ熊谷末広,埼玉県,埼玉県熊谷市末広1-31,8,220,450,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0036831/
タイムズ,タイムズ熊谷筑波第１０,埼玉県,埼玉県熊谷市筑波1-175,3,200,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0037723/
タイムズ,タイムズ熊谷星川第５,埼玉県,埼玉県熊谷市星川2-29,5,220,,700,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0038939/
タイムズ,タイムズクオール薬局熊谷店,埼玉県,埼玉県熊谷市中西4-6,14,300,600,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0042365/
タイムズ,タイムズ熊谷筑波第１１,埼玉県,埼玉県熊谷市筑波3-76,10,400,,1000,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0044251/
タイムズ,タイムズ熊谷本町第８,埼玉県,埼玉県熊谷市本町1-130,22,440,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0044529/
タイムズ,タイムズ熊谷中央３丁目,埼玉県,埼玉県熊谷市中央3-215,8,220,330,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0047788/
タイムズ,タイムズ熊谷筑波第１２,埼玉県,埼玉県熊谷市筑波2,7,600,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0048077/
タイムズ,タイムズ熊谷筑波第１３,埼玉県,埼玉県熊谷市筑波1-13,9,220,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0051957/
タイムズ,タイムズ熊谷弥生１丁目,埼玉県,埼玉県熊谷市弥生1-39,16,220,,440,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0051958/
タイムズ,タイムズ熊谷本町第１０,埼玉県,埼玉県熊谷市本町1,4,200,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0052225/
タイムズ,タイムズ熊谷本町第９,埼玉県,埼玉県熊谷市本町1-127,15,400,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0052268/
タイムズ,タイムズ熊谷筑波第１４,埼玉県,埼玉県熊谷市筑波3-96,6,400,,800,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0069899/
タイムズ,タイムズ熊谷星川２丁目,埼玉県,埼玉県熊谷市星川2,5,220,,700,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0070671/
タイムズ,タイムズ熊谷筑波第１５,埼玉県,埼玉県熊谷市筑波1,9,220,700,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0071336/
タイムズ,タイムズ熊谷筑波第１６,埼玉県,埼玉県熊谷市筑波3-19,16,220,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0079241/
タイムズ,タイムズ熊谷筑波第１７,埼玉県,埼玉県熊谷市筑波3-16,9,220,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0079242/
タイムズ,タイムズ熊谷宮前町第４,埼玉県,埼玉県熊谷市宮前町2-45,16,220,500,300,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0081906/
タイムズ,タイムズ熊谷星川第６,埼玉県,埼玉県熊谷市星川2,5,220,,600,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C202/park-detail-BUK0086773/
タイムズ,タイムズ西川口１丁目第３,埼玉県,埼玉県川口市西川口1-18,13,660,,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C203/park-detail-BUK0000812/
タイムズ,タイムズ川口栄町,埼玉県,埼玉県川口市栄町3-12,13,880,,800,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C203/park-detail-BUK0002276/
タイムズ,タイムズ東川口,埼玉県,埼玉県川口市東川口1-15,2,330,900,400,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C203/park-detail-BUK0010627/
タイムズ,タイムズ並木第９,埼玉県,埼玉県川口市並木2-5,11,400,,500,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C203/park-detail-BUK0012586/
タイムズ,タイムズ並木第１０,埼玉県,埼玉県川口市並木4-5,5,330,800,330,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C203/park-detail-BUK0014537/
タイムズ,タイムズ西川口西口,埼玉県,埼玉県川口市西川口1-14,48,660,1100,,,,2026-06-30T21:18:16.782Z,https://times-info.net/P11-saitama/C203/park-detail-BUK0014613/
